Project: Project Number,,Actual Start Date,Actual Completion Date,Benefit: Benefit Name,Benefit Type,Annual Cost Savings,Electric Savings,District Steam Savings,Fuel Oil Savings,Natural Gas Savings,Propane Savings,Peak Demand Reduction,Project Type,Benefit Narrative
1309,Freedom Foods Retro-Commissioning,7/3/2017,5/31/2020,Optimize Dehumidification Control Sequence,Energy Savings,239,1520,,,,,,Retrocommissioning,"The facility manager mentioned humidity is not controlled well in some areas, which can be a serious problem for finished food products. We believe facility operation would benefit from a thorough commissioning of the AAON rooftop units, including functional performance test to ensure dehumidification sequence is working properly"
1309,Freedom Foods Retro-Commissioning,7/3/2017,5/31/2020,Confirm Calibration of Temperature and Humidity Sensors,Energy Savings,366,1620,,,,,,Retrocommissioning,"Temperature and relative humidity sensors can drift out of calibration over time, resulting in increased energy use, poor control of interior conditions, or both. Relative humidity sensors are especially prone to drift. Data loggers were deployed to a few spaces to record temp and relative humidity with the intent of comparing to BAS readings and determine how well sensors are calibrated. Unfortunatly data logger memory ran out so no overlapping period was obtained.We plan to test sensor calibration further during the Development Phase. We also recommend having the BAS contractor add 15-minute trending intervals to all BAS points for 1 year to ensure that when/if future retrocommissioning development activities are undertaken, sufficient historical data exists to inform this process."
1309,Freedom Foods Retro-Commissioning,7/3/2017,5/31/2020,Integrate CaptiveAire Controls with BAS,Energy Savings,913,4040,,,,,,Retrocommissioning,"Currently, the CaptiveAire kitchen exhaust hoods are manually and are not visible or controlled through the BAS. When the building was these were operating in an uncontrolled fashion for several months, resulting in energy consumption. We recommend adding fan start/stop and status points to the that these can be monitored and an alarm issued if they are found to be running continuously."
1319,Burke Mountain Resort RCx,9/5/2017,2/28/2018,Cooling Tower Improvements,Energy Savings,3100,9600,,,,,,Retrocommissioning,"The cooling tower has basic controls, including a fixed speed 10 HP sump motor and a basin heater.  The cooling tower was reported to be rejecting heat in January and February of 2016. Replacing these factory controls with programmable BAS controllers may present an opportunity to further refine cooling tower operation and reduce heat rejection in winter months.  Development of the cooling tower measures, including heat rejection, might identify opportunity to refine the cooling tower sequence of operations and the condenser water system operation.  This should include metering of the cooling tower and loops serving the heat pumps."
1319,Burke Mountain Resort RCx,9/5/2017,2/28/2018,Heat Rejection into Pools,Energy Savings,10200,16500,,,,,,Retrocommissioning,"Given the mechanical proximity of the condenser water loop and the pool heating loop, there may be an energy savings opportunity around waste heat.  The pool and hot tub have a 3,000MBH boiler dedicated to heating them and the cooling tower rejects up to 2,640MBH.  The cooling tower could be bypassed, and then the building heat rejected into the outdoor pool and hot tub loops as the first stage of condenser water heat rejection.  With the addition of a heat exchanger and some additional controls, the waste heat from air conditioning the hotel could be used to offset the propane usage for summer pool heating. Development of this measure, including metering heat rejected to the cooling towers and pool heat consumption, is included in order to determine feasibility and more accurately refine the savings estimates of this measure."
1319,Burke Mountain Resort RCx,9/5/2017,2/28/2018,Pool System Optimiztion,Energy Savings,2000,,,,,,,Retrocommissioning,"There is little integration with the BAS and the pool system.  The pool is suspected to be contributing to the high EUI of the building (from propane consumption).  This measure is to disaggregate its impact on Burke?s propane consumption.  Given the previous opportunity for heat rejection from the heat pump system, this study of the pool controls and operation would shed light on further potential opportunities to reduce propane consumption."
1319,Burke Mountain Resort RCx,9/5/2017,2/28/2018,Snow Melt System Optimization,Energy Savings,4200,13500,,,,,,Retrocommissioning,"Due to the reported behavior of the snow melt system, the system should be fully tested and metered.  Snow melt is also suspected of being one of the contributing factors to the building?s high EUI.  This measure would develop systematic testing of the snow melt operation in response to snow fall as well as system sensor accuracy.  The sequence of operations will be reviewed and an optimized where applicable."
1319,Burke Mountain Resort RCx,9/5/2017,2/28/2018,ERV Occupancy Interlock,Energy Savings,2000,14000,,,,,,Retrocommissioning,"It was reported that the Telkonet thermostats are integrated into the BAS.  Using the occupancy data associated with this system, it may be possible to interlock ERVs with the heat pumps downstream in such a way that they would only run if a guest was occupying a room.  This measure will investigate the BAS and thermostat integration further to determine how much hardware (if any) and software would be required.  Metering of the ERV coupled with BAS trend data review is included to further refine savings estimates.  Our current estimate assumes one day of programming is required to interlock these two systems over BACnet."
1339,Trudell Consulting Engineers Blair Park Rd RCx,11/3/2017,3/31/2018,Implement Unoccupied Temperature Setback,Energy Savings,146,532,,,57,,,Retrocommissioning,"While examining settings on the single operating Nest thermostat, we found that the heating and cooling temperature setpoints were not being set back during unoccupied hours. This measure was implemented during our site visit and should result in modest heating and cooling energy savings. Unoccupied heating temperature setpoint was set to 64°F and unoccupied cooling temperature setpoint was set to 83°F."
1339,Trudell Consulting Engineers Blair Park Rd RCx,11/3/2017,3/31/2018,Clean Condensing Unit Fins,Energy Savings,33,213,,,,,,Retrocommissioning,"Condensing unit coil fins are fouled, hampering heat rejection and reducing efficiency.Clearing the fins of dirt and debris will increase heat transfer effectiveness and reduce cooling energy."
1339,Trudell Consulting Engineers Blair Park Rd RCx,11/3/2017,3/31/2018,Undergo Comprehensive Envelope and HVAC Renovation,Energy Savings,,,,,,,,Retrocommissioning,"Capital investment is required in order to meaningfully improve the building?s comfort problems. The building owner recognizes this and has already begun pursuing various projects, including: Replacing existing windows on the south façade with high performance windows and reducing the total glazed area. Implementing effective shading elements such as horizontal overhangs and/or vertical fins should also be investigated. Many of the findings identified in the building envelope assessment (Appendix B) will also reduce heating and cooling loads and help with comfort issues if implemented.Replacing the existing HVAC system with a high efficiency system capable of serving multiple thermal zones. Two possibilities include a variable refrigerant flow (VRF) system with multiple indoor fan coil units, or several mini-split heat pumps.As part of any HVAC renovation, ensure provisions are included to provide mechanical ventilation to the building during occupied hours, such as a dedicated outdoor air system with energy recovery."
1341,Bennington College CAPA Symposium RCx,11/1/2017,7/31/2018,Recommission Sensor and Varify Proper Balance,Energy Savings,380,4420,,,,,,Retrocommissioning,"There are a number of chronic comfort issues reported by building occupants. In one office, airflow was at a relatively high velocity and blowing on occupants. Further, the thermostat was located close to an open doorway next to an adjacent zone, resulting in an inaccurate representation of the office zone being controlled. We recommend calibrating and/or relocating poorly placed sensors in order to allow controls to more accurately sense zone conditions. Further, balance verification and/or diffuser throw pattern adjustment may be able to reduce comfort issues by reducing excess airflow at common occupant locations. We also recommend verifying the control sequence during heat-add mode for the propane boiler?given the fast rate of consumption described by the staff, the geo loop may not be properly disengaged during heat-add."
